idx,measurement_id,source_file,Project,Test,Result_index,Result
0,Gelatine 10% + TG 5mg_mL 1.csv | 1 | Time (oscillation) 1,Gelatine 10% + TG 5mg_mL 1.csv,"Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1",Gelatine 10% + TG 5mg/mL 1,1,Time (oscillation) 1
